,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
10,1.0,0.429,2.2,1.3,0.353,3.8,1.5,32.0,0.1,1.8,2.3,0.381,6.0,0.4,0.647,0.6,81.0,12.0,jacksja01,NBA,20.9,0.4,1.9,6.3,SG,0.7,1999-00,0.8,2.2,SAS,0.49200000000000005
11,0.6,0.409,1.4,0.4,0.389,1.1,0.4,33.0,0.0,0.7,1.0,0.4,2.5,0.0,0.0,0.1,16.0,0.0,jacksja01,NBA,7.1,0.1,0.8,2.4,SG,0.3,2000-01,0.2,0.8,SAS,0.488
12,0.9,0.47100000000000003,1.9,0.8,0.35,2.2,0.9,34.0,0.0,1.8,1.7,0.405,4.1,0.2,0.5,0.4,9.0,0.0,jacksja01,NBA,16.0,0.1,1.4,4.3,SG,0.6,2001-02,0.9,1.9,ORL,0.5
0,0.1,0.1,1.4,0.0,0.0,0.1,0.6,23.0,0.0,1.4,0.1,0.091,1.6,0.7,0.625,1.1,7.0,0.0,jacksje01,NBA,10.4,0.1,1.0,1.0,SG,0.4,1999-00,1.0,1.6,DET,0.091
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacksje01,0,0.0,0.0,0.0,0.0,0,0.0,2000-01,0.0,0.0,Did Not Play,0.0
2,0.8,0.475,1.7,0.0,0.5,0.1,2.4,25.0,0.0,1.0,0.8,0.47600000000000003,1.8,0.7,0.667,1.0,24.0,0.0,jacksje01,NBA,11.7,0.1,1.0,2.4,SG,0.4,2001-02,0.6,1.1,TOR,0.488
3,0.7,0.39,1.9,0.0,0.1,0.2,1.4,26.0,0.1,0.7,0.8,0.364,2.1,0.8,0.727,1.0,53.0,1.0,jacksje01,NBA,10.5,0.4,1.0,2.3,SG,0.4,2002-03,0.6,1.1,TOT,0.368
4,0.8,0.33899999999999997,2.5,0.0,0.111,0.4,1.6,26.0,0.1,0.6,0.9,0.309,2.8,1.0,0.852,1.1,24.0,1.0,jacksje01,NBA,11.9,0.4,1.0,2.8,SG,0.4,2002-03,0.8,1.0,TOR,0.316
5,0.7,0.46299999999999997,1.4,0.0,0.0,0.0,1.2,26.0,0.1,0.8,0.7,0.452,1.4,0.6,0.607,1.0,29.0,0.0,jacksje01,NBA,9.4,0.3,0.9,1.9,SG,0.3,2002-03,0.5,1.1,ATL,0.452
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jacksje01,0,0.0,0.0,0.0,0.0,0,0.0,2003-04,0.0,0.0,Did Not Play,0.0
7,0.8,0.5479999999999999,1.5,0.0,0.0,0.1,1.1,28.0,0.0,1.0,0.8,0.515,1.6,0.4,0.615,0.6,21.0,0.0,jacksje01,NBA,11.0,0.1,1.2,2.0,SG,0.3,2004-05,0.5,1.1,NYK,0.515
8,0.3,0.455,0.7,0.0,0.25,0.1,0.8,29.0,0.0,0.6,0.4,0.423,0.9,0.4,0.857,0.5,30.0,2.0,jacksje01,NBA,6.7,0.3,0.6,1.2,PG,0.1,2005-06,0.4,0.9,MIL,0.442
0,5.8,0.415,14.0,0.8,0.28800000000000003,2.6,4.7,22.0,0.4,2.9,6.6,0.395,16.6,2.4,0.7390000000000001,3.3,28.0,28.0,jacksji01,NBA,33.5,1.5,2.9,16.3,SF,1.4,1992-93,4.1,4.4,DAL,0.41700000000000004
1,7.6,0.452,16.7,0.2,0.28300000000000003,0.7,4.6,23.0,0.3,2.7,7.8,0.445,17.5,3.5,0.821,4.2,82.0,82.0,jacksji01,NBA,37.4,2.1,2.0,19.2,SG,1.1,1993-94,4.1,4.7,DAL,0.451
2,8.8,0.49,18.0,0.7,0.318,2.2,3.7,24.0,0.2,2.7,9.5,0.47200000000000003,20.1,6.0,0.805,7.5,51.0,51.0,jacksji01,NBA,38.9,2.4,1.8,25.7,SG,0.5,1994-95,3.1,5.1,DAL,0.489
3,5.5,0.45899999999999996,11.9,1.5,0.363,4.1,2.9,25.0,0.3,2.9,6.9,0.435,16.0,4.2,0.825,5.1,82.0,82.0,jacksji01,NBA,34.4,2.1,2.0,19.6,SG,0.6,1995-96,2.3,5.0,DAL,0.48100000000000004
4,4.6,0.45799999999999996,10.2,1.1,0.348,3.2,4.1,26.0,0.4,3.6,5.8,0.431,13.4,3.3,0.813,4.0,77.0,77.0,jacksji01,NBA,36.8,1.7,2.5,15.9,SG-SF,1.1,1996-97,2.7,5.3,TOT,0.473
5,4.7,0.47700000000000004,9.8,1.0,0.331,3.0,3.4,26.0,0.3,3.2,5.7,0.442,12.8,3.2,0.787,4.1,46.0,46.0,jacksji01,NBA,36.4,1.8,2.5,15.5,SG,1.2,1996-97,2.3,4.9,DAL,0.48100000000000004
6,4.6,0.43200000000000005,10.7,1.3,0.37,3.5,5.2,26.0,0.5,4.3,5.9,0.41700000000000004,14.2,3.4,0.852,3.9,31.0,31.0,jacksji01,NBA,37.3,1.6,2.6,16.5,SF,0.9,1996-97,3.3,5.9,NJN,0.46299999999999997
7,5.3,0.45299999999999996,11.6,0.8,0.319,2.4,4.8,27.0,0.1,3.4,6.0,0.43,14.0,2.9,0.812,3.6,79.0,78.0,jacksji01,NBA,38.6,1.6,2.4,15.7,SG,1.0,1997-98,3.3,5.1,TOT,0.45799999999999996
