2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Id,Lg,MP,ORB,PF,PTS,Pos,STL,Season,TOV,TRB,Tm,eFG%
0.4,0.5,0.8,0.0,0.0,0.0,0.0,23.0,0.0,0.2,0.4,0.5,0.8,0.2,0.5,0.4,5.0,0.0,youngpe01,NBA,4.0,0.0,0.6,1.0,SG,0.2,1986-87,0.2,0.2,CHI,0.5
1.0,0.235,4.3,0.0,0.0,0.0,1.8,23.0,0.3,1.0,1.0,0.235,4.3,0.0,0.0,0.0,4.0,0.0,youngpe01,NBA,13.0,0.8,2.8,2.0,SG,1.0,1986-87,0.8,1.8,POR,0.235
2.7,0.483,5.5,0.1,0.196,0.7,0.7,24.0,0.3,1.6,2.8,0.451,6.2,1.7,0.777,2.2,80.0,1.0,youngsa01,NBA,16.5,1.0,1.3,7.4,SF,0.4,2009-10,1.2,2.5,MEM,0.462
2.8,0.486,5.7,0.2,0.34,0.6,0.9,25.0,0.3,1.9,3.0,0.472,6.3,1.1,0.767,1.5,78.0,46.0,youngsa01,NBA,20.2,0.5,1.5,7.3,SF,0.9,2010-11,0.8,2.4,MEM,0.489
1.1,0.364,3.1,0.1,0.294,0.5,0.4,26.0,0.2,1.2,1.3,0.354,3.6,0.5,0.731,0.7,35.0,2.0,youngsa01,NBA,10.7,0.6,0.7,3.3,SF,0.5,2011-12,0.5,1.8,TOT,0.374
1.5,0.4320000000000001,3.5,0.0,0.0,0.4,0.4,26.0,0.1,1.3,1.5,0.386,4.0,0.5,0.833,0.6,21.0,2.0,youngsa01,NBA,11.4,0.7,0.6,3.5,SF,0.5,2011-12,0.4,2.0,MEM,0.386
0.6,0.222,2.6,0.4,0.625,0.6,0.4,26.0,0.3,1.1,0.9,0.295,3.1,0.6,0.643,1.0,14.0,0.0,youngsa01,NBA,9.6,0.4,0.8,2.9,SF,0.4,2011-12,0.5,1.5,PHI,0.35200000000000004
0.8,0.438,1.7,0.3,0.308,0.9,0.8,27.0,0.1,1.7,1.0,0.392,2.6,0.4,0.535,0.8,56.0,3.0,youngsa01,NBA,12.4,0.5,1.1,2.8,SG,0.3,2012-13,0.6,2.2,IND,0.446
3.5,0.5479999999999999,6.4,0.1,0.316,0.3,0.8,19.0,0.1,2.6,3.6,0.539,6.6,1.0,0.738,1.4,74.0,22.0,youngth01,NBA,21.0,1.6,1.7,8.2,PF,1.0,2007-08,0.9,4.2,PHI,0.545
5.6,0.526,10.6,0.7,0.341,2.2,1.1,20.0,0.3,3.2,6.3,0.495,12.8,1.9,0.735,2.5,75.0,71.0,youngth01,NBA,34.4,1.9,2.2,15.3,PF,1.3,2008-09,1.6,5.0,PHI,0.524
5.0,0.495,10.1,0.7,0.348,2.1,1.4,21.0,0.2,3.3,5.7,0.47,12.1,1.7,0.691,2.5,67.0,45.0,youngth01,NBA,32.0,1.9,2.0,13.8,PF,1.2,2009-10,1.9,5.2,PHI,0.499
5.5,0.5479999999999999,10.1,0.1,0.273,0.3,1.0,22.0,0.3,3.4,5.6,0.541,10.3,1.5,0.7070000000000001,2.1,82.0,1.0,youngth01,NBA,26.0,1.9,2.1,12.7,PF,1.1,2010-11,1.2,5.3,PHI,0.544
5.5,0.508,10.8,0.0,0.25,0.1,1.2,23.0,0.7,3.0,5.5,0.507,10.9,1.8,0.7709999999999999,2.3,63.0,1.0,youngth01,NBA,27.9,2.2,2.0,12.8,PF,1.0,2011-12,0.9,5.2,PHI,0.507
6.7,0.535,12.5,0.0,0.125,0.1,1.6,24.0,0.7,5.1,6.7,0.531,12.6,1.4,0.574,2.5,76.0,76.0,youngth01,NBA,34.6,2.4,2.5,14.8,PF,1.8,2012-13,1.2,7.5,PHI,0.532
6.2,0.496,12.5,1.1,0.308,3.7,2.3,25.0,0.5,3.9,7.4,0.454,16.2,2.1,0.7120000000000001,2.9,79.0,78.0,youngth01,NBA,34.4,2.1,2.7,17.9,PF,2.1,2013-14,2.1,6.0,PHI,0.489
5.4,0.484,11.2,0.5,0.33,1.5,2.3,26.0,0.3,3.7,5.9,0.466,12.7,1.7,0.655,2.6,76.0,68.0,youngth01,NBA,32.0,1.7,2.3,14.1,PF,1.6,2014-15,1.5,5.4,TOT,0.486
5.6,0.469,12.0,0.4,0.292,1.4,2.8,26.0,0.4,3.5,6.0,0.451,13.4,1.8,0.682,2.7,48.0,48.0,youngth01,NBA,33.4,1.6,2.4,14.3,PF,1.8,2014-15,1.6,5.1,MIN,0.466
5.1,0.516,9.9,0.7,0.38,1.8,1.4,26.0,0.3,4.1,5.8,0.495,11.7,1.5,0.606,2.5,28.0,20.0,youngth01,NBA,29.6,1.9,2.0,13.8,PF,1.4,2014-15,1.5,5.9,BRK,0.524
6.7,0.523,12.8,0.1,0.233,0.4,1.8,27.0,0.5,6.6,6.8,0.514,13.2,1.4,0.644,2.2,73.0,73.0,youngth01,NBA,33.0,2.4,2.5,15.1,PF,1.5,2015-16,1.9,9.0,BRK,0.518
4.3,0.557,7.7,0.6,0.381,1.6,1.6,28.0,0.4,4.3,4.9,0.527,9.3,0.6,0.523,1.2,74.0,74.0,youngth01,NBA,30.2,1.8,1.8,11.0,PF,1.5,2016-17,1.3,6.1,IND,0.56
4.5,0.531,8.4,0.7,0.32,2.2,1.9,29.0,0.4,4.0,5.2,0.487,10.7,0.7,0.598,1.1,81.0,81.0,youngth01,NBA,32.2,2.3,2.2,11.8,PF,1.7,2017-18,1.3,6.3,IND,0.521
0.5,0.333,1.6,0.0,0.0,0.0,0.2,23.0,0.0,0.9,0.5,0.333,1.6,1.1,0.778,1.4,25.0,0.0,youngti01,NBA,5.5,0.5,0.7,2.2,C,0.1,1999-00,0.4,1.4,GSW,0.333
0.3,0.6,0.5,0.0,0.0,0.6,0.2,23.0,0.1,0.0,0.3,0.273,1.1,0.0,0.0,0.0,10.0,0.0,yuesu01,NBA,2.8,0.0,1.0,0.6,SG,0.1,2008-09,0.3,0.0,LAL,0.273
