,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
57,0,0,0,0,3,25-272,0,0,02/03/2005,0,0,2,0,0,0,56,0,-0.7,brownti01,13:00,0,BOS,1,0,56,0,1,0,LAL,0,0
58,0,0,0,0,2,25-276,0,1,06/03/2005,0,0,3,0,0,0,57,0,-0.4,brownti01,12:00,0,IND,0,0,57,0,0,1,LAL,0,0
60,-3,0,0,1,1,25-282,0,1,12/03/2005,2,0.667,3,0,0,0,59,0,2.6,brownti01,16:00,1,CHA,2,4,59,0,1,2,LAL,0,0
61,3,0,0,2,5,25-284,0,0,14/03/2005,0,0,3,3,0.75,4,60,0,4.3,brownti01,17:00,1,WAS,1,3,60,1,1,1,LAL,0,0
64,-10,0,0,0,1,25-287,0,0,17/03/2005,0,0,1,0,0,0,62,0,0,brownti01,7:00,0,MIA,0,0,62,0,0,0,LAL,0,0
66,-8,0,0,1,2,25-290,0,1,20/03/2005,4,0.667,6,1,1,1,64,0,6.1,brownti01,20:00,0,SEA,0,9,64,0,2,1,LAL,0,0
67,-1,0,0,0,3,25-292,0,1,22/03/2005,2,0.5,4,0,0,0,65,0,6.1,brownti01,10:00,1,UTA,0,4,65,1,0,2,LAL,0,0
69,-7,0,0,0,0,25-297,0,1,27/03/2005,1,0.25,4,0,0,0,67,0,-2.4,brownti01,13:00,1,PHI,0,2,67,0,3,2,LAL,0,0
71,-10,0,0,1,1,25-301,0,2,31/03/2005,1,0.25,4,0,0,0,69,0,1.9,brownti01,11:00,0,MIN,0,2,69,1,0,2,LAL,0,0
73,-14,0,0,1,1,25-304,0,0,03/04/2005,0,0,5,4,1,4,71,0,0.8,brownti01,14:00,0,MEM,1,4,71,0,0,0,LAL,0,0
74,-14,0,0,0,1,25-306,0,1,05/04/2005,1,0.25,4,0,0,0,72,0,0.2,brownti01,16:00,0,PHO,1,2,72,0,0,1,LAL,0,0
76,7,0,0,1,4,25-309,0,2,08/04/2005,2,0.333,6,2,1,2,74,0,6.2,brownti01,27:00:00,0,SEA,2,6,74,2,1,2,LAL,0,0
77,-6,0,0,0,0,25-311,0,0,10/04/2005,0,0,5,4,1,4,75,0,1.9,brownti01,20:00,2,SAC,0,4,75,1,1,2,LAL,0,0
1,0,0,0,1,3,32-144,0,3,05/11/2004,0,0,2,0,0,0,2,0,1.8,brunsri01,7:00,0,POR,2,0,2,1,0,3,LAC,@,L (-13)
2,1,0,0,0,0,32-145,0,0,06/11/2004,0,0,0,1,0.5,2,3,0,0.6,brunsri01,2:00,0,GSW,0,1,3,0,0,0,LAC,@,W (+8)
3,3,0,0,1,5,32-147,0,0,08/11/2004,0,0,1,0,0,0,4,0,3.4,brunsri01,10:00,0,DET,1,0,4,1,0,0,LAC,0,L (-3)
4,1,0,0,1,1,32-149,0,0,10/11/2004,1,0.5,2,1,0.5,2,5,0,3.3,brunsri01,6:00,0,IND,0,3,5,1,0,0,LAC,@,W (+34)
5,3,0,0,0,2,32-151,0,0,12/11/2004,0,0,0,0,0,0,6,0,1.4,brunsri01,4:00,0,NYK,0,0,6,0,0,0,LAC,@,L (-14)
6,-6,0,0,0,0,32-152,0,1,13/11/2004,1,1,1,3,0.75,4,7,0,4.6,brunsri01,4:00,0,CHI,0,5,7,0,0,1,LAC,@,W (+1)
8,-3,0,0,0,2,32-156,0,0,17/11/2004,1,0.5,2,0,0,0,9,0,1.4,brunsri01,7:00,0,LAL,0,2,9,0,1,0,LAC,@,L (-14)
9,6,0,0,1,6,32-164,0,1,25/11/2004,0,0,1,1,0.5,2,10,0,5.4,brunsri01,16:00,0,NJN,0,1,10,1,0,1,LAC,0,W (+13)
10,0,0,0,0,4,32-165,0,2,26/11/2004,6,0.857,7,0,0,0,11,0,12,brunsri01,18:00,1,GSW,4,12,11,2,2,3,LAC,@,W (+11)
11,2,0,0,3,4,32-167,0,0,28/11/2004,2,0.333,6,0,0,0,12,0,3.4,brunsri01,23:00,0,GSW,0,4,12,1,1,0,LAC,0,W (+12)
12,10,0,0,0,5,32-168,0,2,29/11/2004,2,0.333,6,0,0,0,13,0,2.3,brunsri01,26:00:00,0,CLE,1,4,13,0,2,2,LAC,0,W (+12)
13,8,0,0,1,6,32-170,0,2,01/12/2004,3,0.6,5,0,0,0,14,0,8.3,brunsri01,17:00,0,IND,3,6,14,2,1,2,LAC,0,W (+12)
16,-11,0,0,0,0,32-180,0,0,11/12/2004,0,0,1,0,0,0,17,0,-3.5,brunsri01,12:00,0,LAL,2,0,17,0,2,0,LAC,0,L (-2)
17,1,0,0,3,7,32-182,0,5,13/12/2004,3,0.429,7,2,1,2,18,0,10.6,brunsri01,35:00:00,1,BOS,2,8,18,3,3,6,LAC,0,L (-7)
18,-2,0,0,0,0,32-183,0,2,14/12/2004,2,0.333,6,0,0,0,19,0,1.3,brunsri01,12:00,1,UTA,4,4,19,2,1,3,LAC,@,L (-2)
23,-16,0,0,1,4,32-195,0,2,26/12/2004,3,0.429,7,1,1,1,23,1,5.7,brunsri01,31:00:00,0,HOU,0,7,23,1,2,2,LAC,@,L (-17)
29,4,0,0,0,14,32-205,0,2,05/01/2005,1,0.2,5,2,1,2,29,1,12.9,brunsri01,41:00:00,0,POR,1,4,29,4,2,2,LAC,0,W (+4)
30,-19,0,0,2,9,32-208,0,1,08/01/2005,1,0.143,7,0,0,0,30,1,1.7,brunsri01,28:00:00,0,PHO,1,2,30,0,2,1,LAC,0,L (-17)
32,-5,0,0,1,6,32-212,0,5,12/01/2005,0,0,3,0,0,0,32,1,4.3,brunsri01,21:00,1,SEA,0,0,32,1,1,6,LAC,0,W (+11)
33,-16,0,0,0,2,32-214,0,1,14/01/2005,3,0.6,5,0,0,0,33,1,3,brunsri01,24:00:00,0,MIA,1,6,33,0,2,1,LAC,0,W (+2)
34,-11,0,0,1,6,32-215,0,4,15/01/2005,2,0.5,4,0,0,0,34,1,6.6,brunsri01,31:00:00,0,SAC,2,4,34,1,1,4,LAC,@,L (-4)
35,-10,0,0,1,3,32-217,0,5,17/01/2005,2,0.25,8,0,0,0,35,1,3,brunsri01,24:00:00,0,SAC,2,4,35,2,1,5,LAC,0,L (-6)
37,0,0,0,4,6,32-220,1,3,20/01/2005,2,0.2,10,0,0,0,37,1,1.9,brunsri01,32:00:00,1,DAL,1,4,37,2,4,4,LAC,@,L (-22)
38,-8,0,0,1,12,32-222,1,0,22/01/2005,2,0.286,7,1,0.5,2,38,1,6.4,brunsri01,38:00:00,0,NOH,3,5,38,0,2,0,LAC,@,L (-3)
40,6,0,0,0,8,32-226,0,5,26/01/2005,3,0.3,10,0,0,0,40,1,7.9,brunsri01,27:00:00,0,LAL,1,6,40,2,1,5,LAC,0,W (+16)
44,-4,0,0,3,10,32-231,0,0,31/01/2005,0,0,5,0,0,0,43,0,5.4,brunsri01,21:00,1,NYK,2,0,43,2,0,1,LAC,0,W (+7)
45,11,0,0,1,6,32-234,1,2,03/02/2005,2,0.667,3,4,0.667,6,44,0,11,brunsri01,29:00:00,0,MEM,1,8,44,1,1,2,LAC,@,W (+3)
46,-8,0,0,3,3,32-235,0,2,04/02/2005,2,0.286,7,0,0,0,45,0,0.2,brunsri01,21:00,0,MIL,1,4,45,0,2,2,LAC,@,L (-2)
50,-5,0,0,2,3,32-244,0,1,13/02/2005,1,0.167,6,0,0,0,49,1,1.2,brunsri01,29:00:00,0,TOR,1,2,49,1,0,1,LAC,@,L (-3)
51,-13,0,0,2,2,32-246,0,0,15/02/2005,1,0.2,5,0,0,0,50,1,-2.1,brunsri01,21:00,0,ORL,1,2,50,1,3,0,LAC,@,L (-5)
52,-9,0,0,2,8,32-247,0,1,16/02/2005,4,0.5,8,2,1,2,51,1,9.4,brunsri01,34:00:00,1,MIA,3,10,51,0,2,2,LAC,@,L (-18)
53,-11,0,0,1,4,32-254,0,3,23/02/2005,1,0.25,4,0,0,0,52,1,3.5,brunsri01,35:00:00,0,PHO,2,2,52,3,2,3,LAC,@,L (-17)
54,9,0,0,0,10,32-255,0,2,24/02/2005,2,1,2,2,1,2,53,1,13,brunsri01,33:00:00,0,MIN,0,6,53,1,1,2,LAC,0,W (+6)
56,-5,0,0,0,5,32-259,0,2,28/02/2005,4,0.571,7,0,0,0,55,1,7.6,brunsri01,31:00:00,0,UTA,3,8,55,1,1,2,LAC,@,L (-1)
57,-1,0,0,1,9,32-261,1,2,02/03/2005,1,0.333,3,0,0,2,56,1,4.5,brunsri01,22:00,0,DAL,4,2,56,1,2,2,LAC,0,W (+9)
58,0,0,0,0,9,32-264,0,1,05/03/2005,1,0.167,6,2,1,2,57,1,6.4,brunsri01,30:00:00,0,DEN,1,4,57,2,2,1,LAC,0,L (-16)
60,16,0,0,1,7,32-267,0,3,08/03/2005,4,0.4,10,2,1,2,59,1,9.6,brunsri01,34:00:00,0,LAL,2,10,59,0,0,3,LAC,@,W (+9)
61,12,0,0,1,10,32-270,0,2,11/03/2005,2,0.4,5,0,0,0,60,1,10.1,brunsri01,35:00:00,0,SAC,2,4,60,3,1,2,LAC,@,L (-1)
63,17,0,0,1,8,32-272,0,7,13/03/2005,4,0.8,5,3,0.75,4,61,1,16.4,brunsri01,32:00:00,0,CHI,0,11,61,3,3,7,LAC,0,W (+5)
65,-7,0,0,2,7,32-277,0,3,18/03/2005,2,0.222,9,0,0,0,63,1,6,brunsri01,23:00,1,DEN,0,4,63,2,1,4,LAC,@,L (-19)
66,11,0,0,0,8,32-278,1,3,19/03/2005,2,0.667,3,0,0,0,64,1,7.1,brunsri01,26:00:00,0,SAC,2,4,64,0,2,3,LAC,0,L (-4)
67,2,0,0,1,3,32-280,1,1,21/03/2005,0,0,3,0,0,0,65,1,-0.4,brunsri01,13:00,0,POR,1,0,65,0,1,1,LAC,0,W (+7)
68,14,0,0,0,5,32-282,0,1,23/03/2005,2,0.5,4,2,1,2,66,0,7.7,brunsri01,18:00,1,MIL,2,6,66,0,0,2,LAC,0,W (+8)
69,-8,0,0,2,4,32-284,0,1,25/03/2005,0,0,3,0,0,0,67,0,-2,brunsri01,21:00,0,WAS,0,0,67,0,3,1,LAC,0,W (+4)
73,-15,0,0,2,4,32-291,0,3,01/04/2005,2,0.2,10,0,0,0,71,1,3.1,brunsri01,38:00:00,0,DET,1,4,71,3,1,3,LAC,@,L (-13)
74,-7,0,0,0,4,32-293,0,1,03/04/2005,1,0.5,2,0,0,0,72,0,5.4,brunsri01,16:00,1,ATL,1,2,72,2,1,2,LAC,@,W (+20)
75,7,0,0,0,3,32-295,0,1,05/04/2005,0,0,3,1,1,1,73,0,-2.1,brunsri01,21:00,0,CHA,1,1,73,0,3,1,LAC,@,W (+2)
77,4,0,0,0,3,32-299,0,2,09/04/2005,1,0.5,2,0,0,0,75,0,3.4,brunsri01,19:00,1,SAS,0,2,75,0,1,3,LAC,0,L (-1)
78,-10,0,0,1,4,32-302,0,4,12/04/2005,1,0.333,3,0,0,0,76,0,1.9,brunsri01,16:00,0,UTA,1,2,76,0,2,4,LAC,0,W (+9)
79,2,0,0,0,0,32-305,0,1,15/04/2005,1,0.5,2,0,0,0,77,0,2.3,brunsri01,8:00,0,PHO,0,2,77,1,0,1,LAC,@,L (-7)
80,7,0,0,1,7,32-306,0,2,16/04/2005,1,0.25,4,0,0,0,78,0,2.7,brunsri01,23:00,0,NOH,1,2,78,0,2,2,LAC,0,W (+5)
81,-5,0,0,0,0,32-308,0,0,18/04/2005,0,0,4,0,0,0,79,0,-3.8,brunsri01,9:00,0,HOU,0,0,79,0,1,0,LAC,@,L (-25)
82,-5,0,0,0,0,32-310,0,1,20/04/2005,0,0,3,0,0,0,80,0,-1.2,brunsri01,10:00,0,NOH,1,0,80,1,0,1,LAC,@,W (+11)
7,4,0,0,5,3,26-082,2,11,13/11/2004,7,0.35,20,5,0.714,7,8,1,8.4,bryanko01,42:00:00,0,HOU,1,19,8,0,5,11,LAL,@,W (+5)
8,15,0,0,1,11,26-086,2,6,17/11/2004,9,0.563,16,5,1,5,9,1,24.3,bryanko01,45:00:00,0,LAC,5,23,9,5,5,6,LAL,0,W (+14)
11,7,0,0,2,5,26-092,1,5,23/11/2004,11,0.458,24,8,0.8,10,12,1,21.4,bryanko01,44:00:00,1,MIL,2,30,12,3,4,6,LAL,0,W (+4)
16,6,0,0,2,10,26-102,0,12,03/12/2004,3,0.25,12,4,0.571,7,17,1,5,bryanko01,43:00:00,0,GSW,3,10,17,2,8,12,LAL,0,W (+9)
19,6,0,0,1,6,26-111,0,4,12/12/2004,6,0.261,23,11,0.733,15,20,1,12.1,bryanko01,41:00:00,4,ORL,2,23,20,0,3,8,LAL,0,W (+7)
24,-5,0,0,6,8,26-119,2,6,20/12/2004,2,0.125,16,7,0.778,9,24,1,4,bryanko01,44:00:00,0,MEM,4,11,24,1,4,6,LAL,0,L (-10)
29,-21,0,0,5,2,26-134,0,5,04/01/2005,5,0.313,16,7,0.875,8,29,1,7.5,bryanko01,35:00:00,0,SAS,2,17,29,1,3,5,LAL,@,L (-17)
34,0,0,0,1,3,26-143,0,0,13/01/2005,1,0.5,2,0,0,0,34,1,2.1,bryanko01,6:00,0,CLE,0,2,34,0,1,0,LAL,0,W (+4)
37,4,0,0,3,3,26-183,1,5,22/02/2005,6,0.462,13,9,0.75,12,37,1,14.5,bryanko01,40:00:00,1,BOS,4,21,37,1,3,6,LAL,0,W (+9)
44,11,0,0,4,6,26-193,2,6,04/03/2005,13,0.481,27,14,0.875,16,43,1,32.1,bryanko01,43:00:00,2,DAL,3,40,43,2,3,8,LAL,0,W (+5)
45,3,0,0,2,2,26-195,0,8,06/03/2005,12,0.5,24,13,1,13,44,1,26,bryanko01,39:00:00,2,IND,3,37,44,2,5,10,LAL,0,W (+9)
47,7,0,0,0,3,26-199,2,8,10/03/2005,14,0.636,22,8,0.8,10,46,1,28.8,bryanko01,44:00:00,1,DAL,3,36,46,1,3,9,LAL,@,W (+5)
55,-19,0,0,4,4,26-213,2,2,24/03/2005,5,0.385,13,8,1,8,54,1,11.7,bryanko01,39:00:00,2,DEN,1,18,54,1,6,4,LAL,@,L (-21)
60,-16,0,0,3,0,26-223,0,2,03/04/2005,4,0.5,8,1,1,1,59,1,4.9,bryanko01,14:00,1,MEM,1,9,59,0,1,3,LAL,@,L (-20)
65,-30,0,0,3,10,26-231,2,3,11/04/2005,8,0.471,17,4,0.8,5,63,1,16.8,bryanko01,38:00:00,2,PHO,2,20,63,1,5,5,LAL,0,L (-11)
67,-21,0,0,4,5,26-238,0,3,18/04/2005,9,0.333,27,4,0.667,6,65,1,6.6,bryanko01,37:00:00,3,GSW,2,22,65,1,6,6,LAL,@,L (-27)
68,5,0,0,5,4,26-240,0,2,20/04/2005,10,0.5,20,17,0.81,21,66,1,24.1,bryanko01,37:00:00,3,POR,2,37,66,0,6,5,LAL,@,L (-3)
0,-6,0,0,1,1,28-047,0,0,02/11/2004,0,0,5,2,1,2,1,0,-1.3,buckngr01,16:00,3,LAL,4,2,1,0,1,3,DEN,@,L (-11)
1,-6,0,0,1,1,28-049,0,1,04/11/2004,0,0,1,0,0,0,2,0,-0.9,buckngr01,12:00,0,MIN,3,0,2,0,0,1,DEN,0,W (+2)
2,-2,0,0,0,1,28-051,0,2,06/11/2004,1,0.5,2,2,1,2,3,1,4.6,buckngr01,17:00,3,UTA,2,4,3,0,1,5,DEN,0,L (-24)
5,14,0,0,1,2,28-056,0,2,11/11/2004,0,0,2,2,1,2,6,1,2.4,buckngr01,20:00,0,DET,3,2,6,1,0,2,DEN,0,W (+8)
6,-5,0,0,0,3,28-059,0,1,14/11/2004,2,0.667,3,0,0,0,7,1,5.2,buckngr01,15:00,1,SAC,4,4,7,2,1,2,DEN,@,L (-12)
8,-2,0,0,2,0,28-064,0,3,19/11/2004,0,0,2,2,1,2,9,1,-0.7,buckngr01,23:00,0,CHI,3,2,9,0,1,3,DEN,0,W (+18)
10,3,0,0,1,3,28-068,1,4,23/11/2004,4,0.5,8,0,0,0,11,1,8.5,buckngr01,33:00:00,1,NJN,3,8,11,1,0,5,DEN,0,W (+2)
11,-18,0,0,0,2,28-071,0,1,26/11/2004,1,0.5,2,2,0.667,3,12,1,5.8,buckngr01,19:00,1,SAS,3,4,12,2,0,2,DEN,0,L (-14)
13,0,0,0,1,1,28-074,0,1,29/11/2004,0,0,4,3,0.75,4,14,1,2.4,buckngr01,24:00:00,0,NOH,1,3,14,3,1,1,DEN,0,W (+9)
16,-3,0,0,1,2,28-081,0,4,06/12/2004,1,0.333,3,0,0,0,17,1,1.8,buckngr01,14:00,1,ORL,2,2,17,0,1,5,DEN,0,W (+13)
17,12,0,0,1,1,28-083,0,1,08/12/2004,3,0.75,4,0,0,0,18,1,3.5,buckngr01,23:00,1,WAS,4,6,18,0,1,2,DEN,@,W (+6)
18,14,0,0,0,3,28-085,0,1,10/12/2004,2,0.667,3,0,0,0,19,1,3.9,buckngr01,23:00,2,TOR,4,4,19,0,1,3,DEN,@,W (+14)
19,-8,0,0,1,0,28-087,0,2,12/12/2004,2,0.667,3,0,0,0,20,1,2.5,buckngr01,23:00,0,NYK,2,4,20,1,1,2,DEN,@,L (-11)
25,-5,0,0,1,3,28-095,0,2,20/12/2004,6,0.545,11,0,0,0,25,1,8,buckngr01,43:00:00,2,PHO,2,12,25,0,2,4,DEN,0,L (-2)
26,-4,0,0,0,1,28-097,0,1,22/12/2004,0,0,0,0,0,0,26,1,-0.4,buckngr01,7:00,0,SEA,1,0,26,0,1,1,DEN,@,L (-15)
28,4,0,0,2,5,28-102,0,5,27/12/2004,3,0.5,6,1,1,1,28,1,9.6,buckngr01,27:00:00,2,GSW,2,7,28,1,1,7,DEN,@,L (-3)
30,3,0,0,3,3,28-118,0,1,12/01/2005,2,0.25,8,0,0,0,30,1,3.4,buckngr01,34:00:00,2,LAL,4,4,30,3,1,3,DEN,0,W (+12)
32,-10,0,0,0,3,28-123,0,2,17/01/2005,1,1,1,0,0,0,32,1,1.6,buckngr01,20:00,0,GSW,2,2,32,1,3,2,DEN,@,L (-10)
33,10,0,0,1,3,28-124,0,2,18/01/2005,4,0.8,5,0,0,0,33,1,7.6,buckngr01,25:00:00,0,SEA,3,8,33,1,1,2,DEN,@,W (+6)
34,-11,0,0,2,1,28-127,0,5,21/01/2005,1,0.333,3,2,1,2,34,1,3.1,buckngr01,20:00,0,MEM,1,4,34,0,1,5,DEN,0,W (+10)
35,-3,0,0,2,1,28-129,0,2,23/01/2005,3,0.6,5,0,0,0,35,1,3.4,buckngr01,18:00,0,DAL,4,6,35,0,0,2,DEN,@,L (-2)
37,-14,0,0,2,1,28-132,0,4,26/01/2005,1,0.25,4,2,1,2,37,1,4.7,buckngr01,14:00,2,DET,3,4,37,2,1,6,DEN,@,L (-17)
38,-24,0,0,0,0,28-134,0,1,28/01/2005,2,0.667,3,0,0,0,38,1,1.2,buckngr01,22:00,0,MIL,2,4,38,0,1,1,DEN,@,W (+6)
39,-12,0,0,0,3,28-135,0,0,29/01/2005,1,1,1,0,0,0,39,1,1.8,buckngr01,14:00,0,IND,0,2,39,0,2,0,DEN,@,W (+7)
40,3,0,0,0,4,28-138,0,1,01/02/2005,1,0.333,3,0,0,0,40,1,2.3,buckngr01,22:00,1,NYK,2,2,40,0,1,2,DEN,0,W (+20)
44,22,0,0,2,3,28-145,1,0,08/02/2005,3,0.5,6,2,0.667,3,43,1,8.3,buckngr01,22:00,1,UTA,2,8,43,1,0,1,DEN,0,W (+10)
48,-8,0,0,0,1,28-152,0,1,15/02/2005,0,0,0,0,0,0,47,0,0.7,buckngr01,9:00,1,ATL,0,0,47,0,1,2,DEN,@,W (+4)
49,0,0,0,0,0,28-162,0,0,25/02/2005,0,0,0,0,0,0,48,0,0,buckngr01,1:00,0,MEM,0,0,48,0,0,0,DEN,@,W (+3)
50,-7,0,0,1,0,28-164,0,0,27/02/2005,0,0,1,0,0,0,49,0,-1.5,buckngr01,5:00,0,NOH,2,0,49,0,0,0,DEN,@,W (+1)
51,5,0,0,2,6,28-166,0,4,01/03/2005,1,0.25,4,0,0,0,50,0,7.5,buckngr01,22:00,1,ATL,3,2,50,4,1,5,DEN,0,W (+23)
52,-2,0,0,0,3,28-168,0,1,03/03/2005,0,0,1,0,0,0,51,0,1.1,buckngr01,13:00,0,IND,4,0,51,1,0,1,DEN,0,W (+9)
53,9,0,0,0,1,28-170,0,0,05/03/2005,1,1,1,0,0,0,52,0,3,buckngr01,19:00,2,LAC,2,2,52,0,0,2,DEN,@,W (+16)
66,1,0,0,1,1,28-197,0,0,01/04/2005,0,0,1,0,0,0,64,0,-1.4,buckngr01,13:00,0,SAS,1,0,64,0,1,0,DEN,0,W (+18)
67,-4,0,0,2,1,28-204,0,5,08/04/2005,0,0,3,0,0,0,65,0,1.3,buckngr01,25:00:00,2,MIN,3,0,65,1,0,7,DEN,@,W (+3)
68,6,0,0,0,2,28-205,0,4,09/04/2005,0,0,0,0,0,0,66,0,1.8,buckngr01,21:00,0,SEA,2,0,66,0,0,4,DEN,0,W (+16)
69,-2,0,0,0,0,28-207,0,0,11/04/2005,1,1,1,2,1,2,67,0,2.9,buckngr01,11:00,0,GSW,2,4,67,0,0,0,DEN,0,W (+16)
2,-6,0,0,0,0,27-004,0,0,06/11/2004,0,0,1,0,0,0,3,0,-0.7,buforro01,6:00,0,PHO,0,0,3,0,0,0,NJN,0,L (-32)
5,-13,0,0,4,1,27-011,0,3,13/11/2004,2,0.125,16,0,0,0,6,1,-6,buforro01,32:00:00,0,DAL,3,4,6,0,0,3,NJN,0,L (-16)
6,-14,0,0,0,0,27-013,1,0,15/11/2004,0,0,0,0,0,0,7,0,0.3,buforro01,7:00,0,HOU,1,0,7,0,0,0,NJN,0,L (-11)
7,-20,0,0,0,0,27-015,0,0,17/11/2004,1,0.25,4,0,0,0,8,0,-2.2,buforro01,12:00,0,SEA,2,2,8,0,1,0,NJN,0,L (-11)
8,-17,0,0,0,1,27-018,0,0,20/11/2004,1,0.333,3,0,0,0,9,0,0.6,buforro01,14:00,0,WAS,1,2,9,0,0,0,NJN,0,L (-11)
10,-10,0,0,3,1,27-023,0,4,25/11/2004,2,0.182,11,2,1,2,11,0,1.4,buforro01,24:00:00,0,LAC,4,6,11,2,0,4,NJN,@,L (-13)
12,-11,0,0,0,0,27-026,0,6,28/11/2004,2,0.222,9,0,0,0,13,0,-0.1,buforro01,21:00,0,POR,1,4,13,0,0,6,NJN,@,L (-12)
13,-15,0,0,1,0,27-029,0,2,01/12/2004,2,0.286,7,0,0,0,14,0,-0.7,buforro01,15:00,0,WAS,3,4,14,0,0,2,NJN,@,L (-27)
15,-3,0,0,1,1,27-034,0,2,06/12/2004,2,0.222,9,0,0,0,16,0,1.5,buforro01,16:00,1,TOR,0,4,16,1,0,3,NJN,0,W (+2)
16,-11,0,0,0,2,27-035,0,1,07/12/2004,2,0.333,6,0,0,0,17,0,1.5,buforro01,19:00,0,CLE,2,4,17,0,0,1,NJN,@,L (-6)
17,-12,0,0,1,0,27-038,0,2,10/12/2004,1,0.25,4,0,0,0,18,0,-0.5,buforro01,12:00,1,NOH,1,2,18,0,1,3,NJN,0,W (+3)
18,-4,0,0,0,0,27-039,0,0,11/12/2004,0,0,1,0,0,0,19,0,-2.1,buforro01,2:00,0,ATL,1,0,19,0,1,0,NJN,@,W (+5)
19,-14,0,0,1,0,27-042,0,1,14/12/2004,2,0.4,5,0,0,0,20,0,2.2,buforro01,16:00,0,NYK,1,4,20,1,0,1,NJN,0,L (-8)
22,-11,0,0,3,2,27-047,1,2,19/12/2004,5,0.385,13,0,0,0,22,1,5.8,buforro01,38:00:00,0,TOR,2,10,22,1,0,2,NJN,@,L (-11)
25,-10,0,0,0,1,27-055,0,2,27/12/2004,4,0.571,7,0,0,0,25,1,5.5,buforro01,18:00,1,DET,3,8,25,1,1,3,NJN,@,L (-10)
29,-7,0,0,1,1,27-063,0,2,04/01/2005,0,0,3,2,1,2,29,0,-0.4,buforro01,17:00,0,WAS,4,2,29,3,3,2,NJN,@,L (-24)
30,-8,0,0,4,0,27-064,0,3,05/01/2005,2,0.182,11,0,0,0,30,0,-3,buforro01,24:00:00,0,MIL,0,4,30,0,1,3,NJN,@,L (-23)
31,4,0,0,3,1,27-066,0,7,07/01/2005,4,0.4,10,0,0,0,31,0,5.7,buforro01,24:00:00,1,GSW,1,8,31,1,1,8,NJN,0,W (+10)
32,5,0,0,2,2,27-067,0,5,08/01/2005,2,0.286,7,2,1,2,32,0,4.7,buforro01,29:00:00,1,ORL,2,6,32,0,0,6,NJN,@,L (-3)
33,-11,0,0,0,1,27-070,0,5,11/01/2005,5,0.417,12,0,0,0,33,1,7,buforro01,37:00:00,2,DET,3,10,33,1,0,7,NJN,0,L (-9)
37,3,0,0,2,1,27-078,0,3,19/01/2005,8,0.615,13,1,0.5,2,37,1,12.8,buforro01,39:00:00,1,MIL,3,17,37,1,0,4,NJN,0,W (+6)
38,6,0,0,1,3,27-080,0,2,21/01/2005,2,0.222,9,0,0,0,38,1,-0.9,buforro01,29:00:00,1,BOS,2,4,38,0,2,3,NJN,0,W (+6)
40,-9,0,0,0,0,27-084,0,3,25/01/2005,4,0.571,7,1,0.5,2,40,1,6.1,buforro01,28:00:00,1,SAC,2,9,40,0,0,4,NJN,@,L (-20)
44,18,0,0,1,1,27-088,0,8,29/01/2005,5,0.455,11,0,0,0,43,1,9.3,buforro01,30:00:00,1,UTA,2,10,43,2,0,9,NJN,@,W (+17)
45,1,0,0,2,0,27-120,0,0,02/03/2005,0,0,2,0,0,0,44,0,-1.4,buforro01,3:00,0,PHI,0,0,44,0,0,0,NJN,@,W (+6)
47,-5,0,0,2,1,27-123,0,2,05/03/2005,1,0.2,5,0,0,0,46,0,-0.8,buforro01,16:00,0,ORL,0,2,46,0,1,2,NJN,0,L (-24)
48,-4,0,0,4,1,27-126,0,5,08/03/2005,2,0.167,12,3,0.75,4,47,0,0.3,buforro01,24:00:00,1,SAS,4,7,47,1,1,6,NJN,@,L (-16)
49,-6,0,0,0,0,27-127,0,2,09/03/2005,0,0,3,0,0,0,48,0,-3.1,buforro01,8:00,0,NOH,4,0,48,0,0,2,NJN,@,W (+1)
50,-3,0,0,0,0,27-130,0,0,12/03/2005,1,0.25,4,0,0,0,49,0,-0.8,buforro01,19:00,0,MIA,1,2,49,0,0,0,NJN,@,L (-25)
51,-1,0,0,0,0,27-134,0,1,16/03/2005,0,0,0,0,0,0,50,0,0.3,buforro01,2:00,0,CHI,0,0,50,0,0,1,NJN,0,W (+16)
52,-4,0,0,0,1,27-136,0,0,18/03/2005,3,0.5,6,0,0,0,51,0,4.6,buforro01,12:00,1,UTA,2,6,51,1,0,1,NJN,0,W (+14)
53,-4,0,0,1,0,27-140,0,2,22/03/2005,1,0.333,3,0,0,0,52,0,0.1,buforro01,10:00,0,IND,2,2,52,0,0,2,NJN,0,W (+7)
55,-14,0,0,2,2,27-144,0,1,26/03/2005,4,0.364,11,4,1,4,54,0,8.2,buforro01,28:00:00,0,MIN,1,12,54,1,0,1,NJN,0,L (-21)
56,-3,0,0,0,0,27-146,0,2,28/03/2005,0,0,3,0,0,0,55,0,-0.5,buforro01,14:00,0,CHA,0,0,55,1,0,2,NJN,@,W (+4)
57,1,0,0,2,2,27-148,0,0,30/03/2005,0,0,7,0,0,0,56,0,-3.8,buforro01,16:00,1,LAC,0,0,56,0,1,1,NJN,0,W (+17)
58,-5,0,0,0,0,27-150,0,0,01/04/2005,0,0,2,0,0,0,57,0,-1.8,buforro01,6:00,0,NYK,1,0,57,0,0,0,NJN,@,W (+2)
