,+/-,3P,3P%,3PA,AST,Age,BLK,DRB,Date,FG,FG%,FGA,FT,FT%,FTA,G,GS,GmSc,Id,MP,ORB,Opp,PF,PTS,Rk,STL,TOV,TRB,Tm,Unnamed: 5,Unnamed: 7
22,1,0,0,0,1,24-170,0,3,14/12/2002,5,0.357,14,1,0.5,2,22,1,5.1,allenma01,37:00:00,3,GSW,1,11,22,0,1,6,MIA,0,W (+9)
23,7,0,0,0,1,24-172,1,2,16/12/2002,5,0.385,13,0,0,0,23,1,6.2,allenma01,44:00:00,3,HOU,2,10,23,1,1,5,MIA,0,L (-5)
24,4,0,0,0,1,24-176,1,2,20/12/2002,4,0.571,7,0,0,0,24,1,1.5,allenma01,19:00,0,TOR,3,8,24,0,4,2,MIA,@,W (+20)
25,14,0,0,0,0,24-178,0,2,22/12/2002,8,0.471,17,1,1,1,25,1,7.5,allenma01,39:00:00,2,NYK,2,17,25,0,2,4,MIA,@,W (+8)
26,-2,0,0,0,0,24-179,1,3,23/12/2002,2,0.182,11,0,0,0,26,1,-2.8,allenma01,28:00:00,1,CLE,3,4,26,1,2,4,MIA,@,L (-2)
27,-3,0,0,0,1,24-183,1,6,27/12/2002,4,0.4,10,2,0.667,3,27,1,5.3,allenma01,29:00:00,3,BOS,3,10,27,1,4,9,MIA,0,W (+20)
28,8,0,0,0,0,24-186,0,7,30/12/2002,4,0.571,7,3,0.75,4,28,1,9.2,allenma01,37:00:00,2,ATL,4,11,28,1,1,9,MIA,0,W (+9)
29,22,0,0,0,1,24-188,1,4,01/01/2003,3,0.333,9,2,1,2,29,1,3.7,allenma01,30:00:00,2,ATL,3,8,29,0,2,6,MIA,@,W (+34)
30,-23,0,0,0,0,24-190,0,2,03/01/2003,4,1,4,1,1,1,30,1,5.2,allenma01,23:00,0,NJN,3,9,30,0,2,2,MIA,0,L (-20)
31,-11,0,0,0,0,24-192,1,3,05/01/2003,2,0.4,5,4,1,4,31,1,8.1,allenma01,25:00:00,4,SAC,4,8,31,0,0,7,MIA,@,L (-26)
32,-12,0,0,0,0,24-193,0,4,06/01/2003,5,0.455,11,2,1,2,32,1,6.6,allenma01,32:00:00,1,GSW,4,12,32,1,1,5,MIA,@,L (-14)
33,-3,0,0,0,0,24-195,1,1,08/01/2003,7,0.636,11,1,1,1,33,1,8.1,allenma01,29:00:00,0,DEN,5,15,33,0,1,1,MIA,@,L (-10)
34,-10,0,0,0,0,24-197,1,4,10/01/2003,2,0.333,6,0,0,0,34,1,0.3,allenma01,30:00:00,4,UTA,5,4,34,0,3,8,MIA,@,L (-16)
35,-21,0,0,0,3,24-199,0,4,12/01/2003,2,0.2,10,0,0,0,35,1,2.7,allenma01,30:00:00,2,LAL,2,4,35,1,0,6,MIA,@,L (-25)
36,-2,0,0,0,1,24-201,1,5,14/01/2003,3,0.429,7,0,0,0,36,1,4,allenma01,18:00,2,DET,4,6,36,0,1,7,MIA,0,W (+3)
37,-6,0,0,0,0,24-202,0,1,15/01/2003,5,0.714,7,0,0,0,37,1,1.8,allenma01,13:00,0,IND,4,10,37,0,4,1,MIA,@,L (-23)
38,4,0,0,0,0,24-205,1,3,18/01/2003,9,0.474,19,5,0.714,7,38,1,15.1,allenma01,47:00:00,2,CHI,1,23,38,1,1,5,MIA,0,W (+1)
39,-5,0,0,0,1,24-207,0,9,20/01/2003,6,0.5,12,1,0.5,2,39,1,9.2,allenma01,39:00:00,4,NYK,4,13,39,2,4,13,MIA,@,L (-7)
40,16,0,0,0,1,24-209,0,2,22/01/2003,5,0.556,9,2,1,2,40,1,8.6,allenma01,34:00:00,0,PHO,1,12,40,2,2,2,MIA,0,W (+7)
42,-5,0,0,0,2,24-212,1,3,25/01/2003,5,0.833,6,0,0,0,41,1,11,allenma01,25:00:00,2,PHI,3,10,41,0,0,5,MIA,0,L (-6)
43,-2,0,0,0,0,24-214,3,4,27/01/2003,7,0.467,15,0,0,0,42,1,8.4,allenma01,37:00:00,2,IND,4,14,42,1,2,6,MIA,0,L (-7)
44,-6,0,0,0,0,24-216,2,2,29/01/2003,5,0.833,6,0,0,0,43,1,6.6,allenma01,32:00:00,0,NYK,3,10,43,2,4,2,MIA,0,W (+2)
45,-7,0,0,0,2,24-218,0,6,31/01/2003,7,0.636,11,0,0,0,44,1,10.8,allenma01,32:00:00,1,PHI,3,14,44,0,1,7,MIA,@,L (-5)
46,0,0,0,0,1,24-219,0,0,01/02/2003,3,0.375,8,0,0,0,45,1,1,allenma01,19:00,1,SAS,5,6,45,0,0,1,MIA,0,L (-2)
47,1,0,0,0,0,24-221,0,3,03/02/2003,4,0.364,11,0,0,0,46,1,4.3,allenma01,28:00:00,3,ATL,4,8,46,1,0,6,MIA,0,W (+20)
48,-13,0,0,0,1,24-223,2,2,05/02/2003,5,0.385,13,0,0,0,47,1,1.4,allenma01,29:00:00,0,POR,3,10,47,0,3,2,MIA,0,L (-14)
49,2,0,0,1,1,24-229,1,1,11/02/2003,6,0.353,17,2,1,2,48,1,5.8,allenma01,39:00:00,2,NOH,2,14,48,1,2,3,MIA,0,L (-9)
50,7,0,0,0,1,24-232,0,2,14/02/2003,7,0.636,11,0,0,0,49,1,11.4,allenma01,33:00:00,2,HOU,1,14,49,0,0,4,MIA,@,W (+12)
51,-8,0,0,0,1,24-233,0,4,15/02/2003,3,0.333,9,0,0,1,50,1,1.6,allenma01,28:00:00,2,DAL,3,6,50,0,1,6,MIA,@,L (-6)
52,-21,0,0,0,0,24-235,1,7,17/02/2003,3,0.3,10,0,0,0,51,1,2.1,allenma01,28:00:00,1,DET,4,6,51,1,1,8,MIA,@,L (-31)
53,0,0,0,0,0,24-236,2,5,18/02/2003,3,0.6,5,2,0.5,4,52,1,6.6,allenma01,23:00,2,NJN,4,8,52,1,2,7,MIA,@,L (-5)
54,14,0,0,0,0,24-240,3,6,22/02/2003,10,0.476,21,2,1,2,53,1,13.1,allenma01,35:00:00,3,CHI,3,22,53,0,3,9,MIA,0,W (+10)
55,-9,0,0,0,0,24-243,2,2,25/02/2003,3,0.5,6,0,0,0,54,1,-1,allenma01,22:00,0,SAS,5,6,54,0,4,2,MIA,@,L (-15)
56,-8,0,0,0,0,24-244,2,2,26/02/2003,1,0.2,5,2,1,2,55,1,2.2,allenma01,27:00:00,1,NOH,1,4,55,0,1,3,MIA,@,L (-9)
57,-13,0,0,0,2,24-246,2,3,28/02/2003,5,0.417,12,1,1,1,56,1,5.3,allenma01,26:00:00,2,MEM,6,11,56,0,2,5,MIA,@,L (-10)
58,-5,0,0,0,0,24-248,1,7,02/03/2003,1,0.143,7,0,0,0,57,1,2.2,allenma01,27:00:00,3,WAS,3,2,57,2,1,10,MIA,0,W (+10)
59,-4,0,0,0,0,24-250,1,10,04/03/2003,5,0.556,9,4,0.8,5,58,1,11.8,allenma01,35:00:00,2,MIL,4,14,58,0,1,12,MIA,0,L (-9)
60,-1,0,0,0,0,24-253,2,6,07/03/2003,4,0.364,11,3,0.75,4,59,1,6.9,allenma01,35:00:00,4,DAL,4,11,59,0,2,10,MIA,0,L (-2)
61,-14,0,0,0,0,24-254,0,5,08/03/2003,4,0.444,9,3,1,3,60,1,6.2,allenma01,38:00:00,0,DEN,4,11,60,1,1,5,MIA,0,L (-6)
63,-8,0,0,0,0,24-256,1,1,10/03/2003,3,0.429,7,2,1,2,61,1,1,allenma01,22:00,1,UTA,5,8,61,0,3,2,MIA,0,L (-10)
64,-4,0,0,0,2,24-257,0,3,11/03/2003,2,0.5,4,0,0,0,62,1,1.5,allenma01,28:00:00,0,CLE,2,4,62,0,2,3,MIA,@,W (+2)
65,-6,0,0,0,2,24-260,1,6,14/03/2003,3,0.333,9,0,0,0,63,1,5.8,allenma01,33:00:00,2,NOH,1,6,63,0,0,8,MIA,0,L (-4)
66,-3,0,0,0,1,24-261,1,2,15/03/2003,6,0.667,9,2,1,2,64,1,7.8,allenma01,30:00:00,1,WAS,5,14,64,1,4,3,MIA,@,L (-7)
67,-12,0,0,0,0,24-264,0,1,18/03/2003,3,0.429,7,2,1,2,65,1,1.1,allenma01,28:00:00,1,PHI,3,8,65,1,4,2,MIA,0,L (-20)
68,-5,0,0,0,1,24-265,1,4,19/03/2003,4,0.444,9,4,1,4,66,0,9.1,allenma01,26:00:00,2,ORL,3,12,66,0,1,6,MIA,@,L (-16)
69,4,0,0,0,0,24-267,1,1,21/03/2003,9,0.6,15,0,0,0,67,0,13.8,allenma01,26:00:00,1,TOR,0,18,67,1,0,2,MIA,0,W (+9)
70,-17,0,0,1,0,24-269,0,7,23/03/2003,1,0.125,8,0,0,0,68,0,-1.5,allenma01,27:00:00,2,ORL,2,2,68,1,2,9,MIA,0,L (-22)
71,-7,0,0,0,1,24-271,1,5,25/03/2003,4,0.286,14,3,1,3,69,0,6.7,allenma01,27:00:00,0,MIN,0,11,69,1,0,5,MIA,@,L (-17)
72,-9,0,0,0,1,24-272,1,6,26/03/2003,2,0.167,12,2,1,2,70,1,-0.3,allenma01,25:00:00,1,CHI,4,6,70,0,1,7,MIA,@,L (-8)
73,21,0,0,0,1,24-274,3,5,28/03/2003,4,0.444,9,2,1,2,71,0,10.5,allenma01,28:00:00,3,MIN,3,10,71,1,1,8,MIA,0,W (+27)
74,-10,0,0,0,2,24-276,0,4,30/03/2003,4,0.444,9,3,0.75,4,72,1,8,allenma01,29:00:00,1,MIL,3,11,72,0,0,5,MIA,@,L (-22)
75,-9,0,0,0,0,24-277,1,4,31/03/2003,2,0.222,9,4,1,4,73,0,4.7,allenma01,23:00,1,MIL,1,8,73,0,0,5,MIA,0,L (-5)
76,0,0,0,0,0,24-279,1,1,02/04/2003,1,0.333,3,0,0,0,74,0,1.7,allenma01,9:00,2,BOS,0,2,74,0,1,3,MIA,@,L (-28)
77,-3,0,0,0,0,24-281,1,1,04/04/2003,0,0,3,3,0.75,4,75,1,0.3,allenma01,15:00,2,NJN,4,3,75,0,1,3,MIA,@,L (-16)
78,-4,0,0,0,0,24-283,2,2,06/04/2003,1,0.2,5,0,0,0,76,1,0.1,allenma01,15:00,2,IND,3,2,76,0,1,4,MIA,@,L (-21)
79,-1,0,0,0,0,24-285,0,1,08/04/2003,4,0.5,8,0,0,0,77,1,3.6,allenma01,19:00,1,TOR,1,8,77,0,1,2,MIA,0,W (+6)
80,-3,0,0,0,0,24-288,1,4,11/04/2003,3,0.333,9,0,0,0,78,1,5.2,allenma01,28:00:00,4,WAS,1,6,78,0,0,8,MIA,0,L (-4)
81,-9,0,0,0,0,24-290,0,2,13/04/2003,3,0.429,7,0,0,0,79,1,2.2,allenma01,20:00,1,BOS,1,6,79,0,1,3,MIA,0,L (-8)
82,-10,0,0,0,2,24-292,0,3,15/04/2003,5,0.556,9,1,1,1,80,1,8.5,allenma01,24:00:00,1,TOR,3,11,80,0,0,4,MIA,@,W (+4)
1,-14,0,0,3,2,27-105,0,2,02/11/2002,4,0.333,12,2,0.667,3,2,1,3.4,allenra02,32:00:00,2,ORL,2,10,2,1,3,4,MIL,0,L (-10)
11,-7,0,0,3,2,27-127,1,2,24/11/2002,1,0.125,8,2,1,2,12,1,1.2,allenra02,16:00,1,LAL,0,4,12,0,1,3,MIL,@,L (-12)
21,2,0,0,4,0,27-154,0,4,21/12/2002,3,0.188,16,4,1,4,21,1,0.9,allenra02,37:00:00,1,NYK,5,10,21,1,0,5,MIL,0,W (+4)
29,8,0,0,4,4,27-174,0,6,10/01/2003,4,0.308,13,3,1,3,29,1,2.9,allenra02,43:00:00,0,CHI,3,11,29,2,6,6,MIL,0,W (+8)
33,-1,0,0,5,1,27-181,0,4,17/01/2003,5,0.278,18,11,1,11,33,1,9.5,allenra02,32:00:00,2,PHI,3,21,33,0,3,6,MIL,@,W (+4)
57,-17,0,0,6,5,27-234,0,3,11/03/2003,6,0.333,18,2,1,2,56,1,6.9,allenra02,46:00:00,1,POR,0,14,56,1,3,4,SEA,0,L (-15)
58,5,0,0,3,6,27-236,0,3,13/03/2003,11,0.611,18,7,1,7,57,1,24.4,allenra02,42:00:00,1,DAL,3,29,57,0,1,4,SEA,0,W (+7)
60,9,0,0,5,5,27-239,0,5,16/03/2003,7,0.438,16,6,0.857,7,59,1,10.8,allenra02,41:00:00,0,DEN,1,20,59,0,5,5,SEA,@,W (+8)
76,-12,0,0,4,8,27-266,0,2,12/04/2003,2,0.2,10,2,1,2,74,1,2.7,allenra02,35:00:00,1,HOU,0,6,74,0,4,3,SEA,@,L (-15)
4,1,0,0,5,8,26-177,0,5,17/01/2003,1,0.125,8,3,0.75,4,5,0,-0.5,alstora01,33:00:00,0,NJN,5,5,5,0,5,5,TOR,0,0
5,-13,0,0,1,1,26-179,0,1,19/01/2003,1,0.333,3,1,0.5,2,6,0,1.1,alstora01,20:00,0,ORL,2,3,6,1,1,1,TOR,0,0
6,-19,0,0,1,5,26-180,0,0,20/01/2003,1,0.2,5,0,0,0,7,0,3.1,alstora01,20:00,1,MIN,0,2,7,0,0,1,TOR,0,0
8,6,0,0,1,7,26-186,0,3,26/01/2003,1,0.25,4,0,0,0,9,0,5.2,alstora01,19:00,0,SAC,3,2,9,2,1,3,TOR,0,0
9,-7,0,0,3,2,26-189,0,0,29/01/2003,6,0.5,12,1,0.5,2,10,0,8.9,alstora01,24:00:00,1,NOH,2,13,10,2,1,1,TOR,0,0
10,7,0,0,0,6,26-191,0,0,31/01/2003,0,0,2,0,0,0,11,0,-1.4,alstora01,15:00,0,IND,3,0,11,0,3,0,TOR,0,0
12,3,0,0,2,3,26-195,0,1,04/02/2003,2,0.4,5,0,0,0,13,0,0.5,alstora01,14:00,0,MIL,3,4,13,0,2,1,TOR,0,0
13,-12,0,0,2,1,26-203,0,0,12/02/2003,0,0,3,2,1,2,14,0,-0.8,alstora01,11:00,0,ATL,1,2,14,0,1,0,TOR,0,0
14,0,0,0,0,4,26-205,0,1,14/02/2003,1,0.333,3,0,0,0,15,0,0.6,alstora01,9:00,0,GSW,2,2,15,0,2,1,TOR,0,0
15,1,0,0,1,4,26-207,0,1,16/02/2003,4,0.667,6,0,0,0,16,0,8.1,alstora01,13:00,0,ORL,1,8,16,0,0,1,TOR,0,0
16,-12,0,0,2,1,26-210,1,0,19/02/2003,0,0,4,2,1,2,17,0,-2.6,alstora01,11:00,0,DET,3,2,17,0,2,0,TOR,0,0
23,-3,0,0,3,5,26-224,0,1,05/03/2003,1,0.143,7,0,0,0,23,0,-0.4,alstora01,14:00,1,HOU,1,2,23,1,3,2,TOR,0,0
24,3,0,0,1,1,26-227,0,0,08/03/2003,1,0.25,4,0,0,0,24,0,-0.9,alstora01,14:00,0,ATL,3,2,24,0,0,0,TOR,0,0
28,-15,0,0,2,7,26-233,0,1,14/03/2003,2,0.222,9,1,0.5,2,28,0,4.1,alstora01,25:00:00,2,SAC,4,5,28,4,4,3,TOR,0,0
32,-12,0,0,0,4,26-240,0,1,21/03/2003,0,0,4,0,0,0,32,0,0.3,alstora01,13:00,0,MIA,0,0,32,0,0,1,TOR,0,0
34,-13,0,0,2,2,26-243,0,0,24/03/2003,0,0,4,0,0,0,34,0,-1.4,alstora01,11:00,0,NYK,0,0,34,0,0,0,TOR,0,0
37,-5,0,0,1,2,26-249,0,2,30/03/2003,2,0.4,5,0,0,0,37,0,2.9,alstora01,16:00,0,NYK,1,4,37,1,1,2,TOR,0,0
0,-14,0,0,0,0,31-338,0,2,30/10/2002,1,0.333,3,0,0,0,1,0,-0.4,amaecjo01,13:00,1,NOH,0,2,1,0,2,3,UTA,@,L (-25)
1,4,0,0,0,0,31-339,0,0,31/10/2002,0,0,0,0,0,0,2,0,0,amaecjo01,8:00,0,ATL,0,0,2,1,1,0,UTA,@,L (-7)
2,-4,0,0,0,0,31-342,0,2,03/11/2002,1,0.167,6,0,0,0,3,0,-2,amaecjo01,19:00,0,SEA,2,2,3,0,0,2,UTA,@,L (-14)
3,-13,0,0,0,1,31-345,0,0,06/11/2002,1,0.25,4,3,0.75,4,4,1,1.5,amaecjo01,15:00,2,DET,2,5,4,2,4,2,UTA,0,L (-2)
4,9,0,0,0,2,31-347,2,1,08/11/2002,0,0,1,0,0,0,5,0,3.1,amaecjo01,12:00,1,ATL,0,0,5,1,1,2,UTA,0,W (+13)
5,1,0,0,0,0,31-350,0,2,11/11/2002,0,0,0,0,0,2,6,0,-1.6,amaecjo01,6:00,0,BOS,1,0,6,0,1,2,UTA,@,L (-17)
6,3,0,0,0,2,31-354,0,2,15/11/2002,0,0,0,0,0,0,7,0,-2.2,amaecjo01,18:00,0,DET,3,0,7,0,3,2,UTA,@,L (-11)
7,6,0,0,0,0,31-362,0,1,23/11/2002,1,1,1,0,0,0,8,0,2,amaecjo01,1:00,0,CHI,0,2,8,0,0,1,UTA,0,W (+20)
8,-2,0,0,0,0,32-004,0,2,30/11/2002,1,0.333,3,0,0,0,9,0,0.6,amaecjo01,8:00,1,SAS,0,2,9,0,1,3,UTA,@,L (-22)
9,-2,0,0,0,0,32-010,0,0,06/12/2002,0,0,0,0,0,0,10,0,-0.8,amaecjo01,7:00,0,MEM,2,0,10,0,0,0,UTA,0,W (+33)
10,5,0,0,0,1,32-012,0,2,08/12/2002,1,0.25,4,2,1,2,11,0,1.5,amaecjo01,22:00,2,LAL,2,4,11,0,2,4,UTA,@,L (-9)
11,-3,0,0,0,1,32-016,1,0,12/12/2002,1,0.25,4,0,0,0,12,0,-0.4,amaecjo01,8:00,0,NOH,1,2,12,0,1,0,UTA,0,L (-5)
12,14,0,0,0,0,32-018,0,2,14/12/2002,4,0.667,6,4,0.571,7,13,0,7.8,amaecjo01,22:00,2,SAC,6,12,13,0,0,4,UTA,0,L (-2)
13,3,0,0,0,1,32-022,0,2,18/12/2002,1,0.333,3,0,0,0,14,0,-1.2,amaecjo01,15:00,0,ORL,2,2,14,1,3,2,UTA,0,L (-7)
14,0,0,0,0,0,32-026,0,2,22/12/2002,3,0.75,4,0,0,1,15,0,6.3,amaecjo01,13:00,1,MEM,0,6,15,2,1,3,UTA,@,W (+29)
15,-6,0,0,0,0,32-027,0,1,23/12/2002,1,1,1,0,0,0,16,0,-1,amaecjo01,6:00,0,HOU,0,2,16,0,3,1,UTA,@,W (+5)
16,-6,0,0,0,0,32-031,0,0,27/12/2002,0,0,1,0,0,0,17,0,-2.1,amaecjo01,4:00,0,POR,1,0,17,0,1,0,UTA,@,L (-5)
17,-4,0,0,0,0,32-032,0,2,28/12/2002,1,0.5,2,2,0.5,4,18,0,3.4,amaecjo01,7:00,0,PHI,1,4,18,1,0,2,UTA,0,W (+29)
18,-1,0,0,0,0,32-034,0,2,30/12/2002,0,0,0,0,0,0,19,0,0.2,amaecjo01,4:00,0,TOR,1,0,19,0,0,2,UTA,0,W (+22)
19,25,0,0,0,2,32-039,1,1,04/01/2003,4,0.4,10,1,1,1,20,0,4.2,amaecjo01,19:00,2,MIN,3,9,20,1,3,3,UTA,@,W (+8)
21,-5,0,0,0,1,32-041,0,0,06/01/2003,2,0.4,5,1,0.5,2,21,0,1.2,amaecjo01,10:00,0,CHI,1,5,21,0,1,0,UTA,@,L (-15)
22,0,0,0,0,1,32-043,0,0,08/01/2003,2,0.4,5,0,0,0,22,0,1.7,amaecjo01,8:00,1,PHO,0,4,22,0,1,1,UTA,0,W (+6)
23,9,0,0,0,2,32-045,0,1,10/01/2003,0,0,1,0,0,2,23,0,1.6,amaecjo01,14:00,2,MIA,0,0,23,0,0,3,UTA,0,W (+16)
24,-1,0,0,0,0,32-047,0,1,12/01/2003,1,1,1,0,0,0,24,0,3,amaecjo01,9:00,0,PHO,0,2,24,1,0,1,UTA,@,L (-8)
25,0,0,0,0,0,32-051,0,1,16/01/2003,0,0,0,1,0.25,4,25,0,0.1,amaecjo01,1:00,0,SEA,0,1,25,0,0,1,UTA,0,W (+7)
26,0,0,0,0,0,32-053,0,0,18/01/2003,1,1,1,4,0.667,6,26,0,5.2,amaecjo01,18:00,1,CLE,1,6,26,0,0,1,UTA,0,W (+17)
27,0,0,0,0,0,32-055,1,1,20/01/2003,0,0,4,0,0,2,27,0,-4,amaecjo01,13:00,0,NJN,1,0,27,0,1,1,UTA,0,W (+3)
28,-1,0,0,0,1,32-060,0,0,25/01/2003,0,0,3,0,0,0,28,0,-0.4,amaecjo01,9:00,0,GSW,0,0,28,1,0,0,UTA,@,L (-13)
29,5,0,0,0,0,32-064,0,1,29/01/2003,0,0,0,2,1,2,29,0,2.3,amaecjo01,3:00,0,POR,0,2,29,0,0,1,UTA,0,W (+24)
30,2,0,0,0,0,32-077,0,0,11/02/2003,0,0,2,0,0,0,30,0,-2.2,amaecjo01,3:00,0,HOU,2,0,30,0,0,0,UTA,@,W (+2)
31,-6,0,0,0,0,32-078,1,0,12/02/2003,1,0.333,3,0,0,0,31,0,1.3,amaecjo01,8:00,1,HOU,1,2,31,0,0,1,UTA,0,L (-30)
32,-7,0,0,0,2,32-080,0,1,14/02/2003,0,0,1,0,0,2,32,0,-0.6,amaecjo01,8:00,0,WAS,2,0,32,0,0,1,UTA,0,W (+32)
33,-2,0,0,0,0,32-085,0,1,19/02/2003,0,0,1,0,0,0,33,0,-0.4,amaecjo01,3:00,0,LAL,0,0,33,0,0,1,UTA,0,L (-6)
34,3,0,0,0,0,32-088,0,2,22/02/2003,1,0.25,4,2,0.5,4,34,0,1.4,amaecjo01,13:00,2,DEN,1,4,34,0,1,4,UTA,0,W (+10)
35,-1,0,0,0,0,32-090,0,0,24/02/2003,1,0.2,5,0,0,0,35,0,-1.2,amaecjo01,8:00,1,MEM,2,2,35,0,0,1,UTA,@,L (-11)
36,1,0,0,0,0,32-092,0,0,26/02/2003,0,0,1,0,0,0,36,0,-0.7,amaecjo01,1:00,0,MIN,0,0,36,0,0,0,UTA,@,L (-7)
37,-2,0,0,0,0,32-094,1,2,28/02/2003,0,0,1,0,0,0,37,0,0.2,amaecjo01,12:00,0,PHI,1,0,37,0,0,2,UTA,@,L (-21)
38,12,0,0,0,0,32-096,0,0,02/03/2003,0,0,3,1,0.5,2,38,0,-0.5,amaecjo01,7:00,0,NJN,0,1,38,1,0,0,UTA,@,W (+1)
39,-3,0,0,0,0,32-101,0,0,07/03/2003,0,0,0,0,0,0,39,0,0,amaecjo01,2:00,0,SAC,0,0,39,0,0,0,UTA,0,L (-3)
40,-3,0,0,0,1,32-102,0,3,08/03/2003,0,0,4,0,0,0,40,0,-2.3,amaecjo01,20:00,1,DAL,2,0,40,0,1,4,UTA,@,L (-24)
42,-2,0,0,0,0,32-108,0,1,14/03/2003,0,0,0,1,0.5,2,41,0,0.5,amaecjo01,6:00,0,IND,1,1,41,0,0,1,UTA,@,L (-20)
43,-12,0,0,0,2,32-110,0,1,16/03/2003,0,0,5,0,0,0,42,0,-1.5,amaecjo01,12:00,1,CLE,1,0,42,0,0,2,UTA,@,L (-27)
44,-4,0,0,0,0,32-112,0,0,18/03/2003,0,0,0,0,0,0,43,0,0,amaecjo01,1:00,0,DEN,0,0,43,0,0,0,UTA,0,W (+18)
45,-10,0,0,0,0,32-116,0,1,22/03/2003,0,0,0,0,0,0,44,0,-0.7,amaecjo01,6:00,0,LAC,0,0,44,0,1,1,UTA,0,W (+15)
46,-1,0,0,0,0,32-118,0,1,24/03/2003,1,1,1,1,0.5,2,45,0,3.9,amaecjo01,9:00,1,BOS,1,3,45,1,0,2,UTA,0,W (+5)
47,4,0,0,0,0,32-123,0,2,29/03/2003,2,1,2,0,0,0,46,0,5,amaecjo01,4:00,0,SAS,0,4,46,1,0,2,UTA,@,L (-20)
48,-14,0,0,0,1,32-133,0,1,08/04/2003,2,0.4,5,0,0,1,47,0,2.1,amaecjo01,16:00,2,GSW,3,4,47,0,0,3,UTA,@,L (-26)
49,6,0,0,0,0,32-134,0,1,09/04/2003,1,0.25,4,0,0,0,48,0,-1.6,amaecjo01,8:00,1,HOU,3,2,48,0,1,2,UTA,0,W (+21)
50,-4,0,0,0,0,32-139,0,2,14/04/2003,1,0.333,3,0,0,0,49,0,0.9,amaecjo01,10:00,0,SAS,0,2,49,0,0,2,UTA,0,L (-8)
51,3,0,0,0,0,32-141,0,1,16/04/2003,0,0,0,0,0,0,50,0,0.3,amaecjo01,5:00,0,SAC,0,0,50,0,0,1,UTA,@,L (-11)
0,19,0,0,0,0,24-115,1,7,30/10/2002,7,0.778,9,2,1,2,1,0,14.2,anderch01,23:00,1,MIN,2,16,1,2,3,8,DEN,@,L (-6)
1,-1,0,0,0,0,24-117,1,6,01/11/2002,2,0.4,5,2,1,2,2,0,4.6,anderch01,22:00,0,HOU,3,6,2,0,0,6,DEN,0,L (-9)
2,16,0,0,0,1,24-118,0,7,02/11/2002,6,0.667,9,0,0,3,3,1,9.1,anderch01,25:00:00,0,POR,4,12,3,1,0,7,DEN,@,W (+17)
3,-13,0,0,0,0,24-121,2,0,05/11/2002,2,0.4,5,2,1,2,4,0,4.9,anderch01,14:00,2,ATL,3,6,4,1,1,2,DEN,0,L (-16)
4,-9,0,0,0,0,24-123,1,4,07/11/2002,2,0.667,3,4,0.5,8,5,0,6.6,anderch01,14:00,2,DET,2,8,5,1,2,6,DEN,0,L (-26)
5,4,0,0,0,0,24-125,0,2,09/11/2002,1,0.2,5,0,0,0,6,0,-0.1,anderch01,7:00,2,MEM,0,2,6,0,1,4,DEN,0,W (+11)
6,18,0,0,0,4,24-131,0,5,15/11/2002,1,0.5,2,2,1,2,7,0,6.5,anderch01,16:00,0,TOR,2,4,7,0,0,5,DEN,@,L (-5)
7,-9,0,0,0,0,24-132,0,1,16/11/2002,1,0.5,2,1,0.5,2,8,0,0.3,anderch01,9:00,2,DET,5,3,8,1,2,3,DEN,@,L (-21)
8,-6,0,0,0,1,24-134,1,4,18/11/2002,3,0.429,7,0,0,0,9,0,2.9,anderch01,19:00,2,NJN,1,6,9,0,3,6,DEN,@,L (-20)
9,1,0,0,0,0,24-136,0,1,20/11/2002,0,0,2,0,0,0,10,0,-1.8,anderch01,9:00,1,UTA,1,0,10,0,1,2,DEN,0,L (-17)
10,1,0,0,0,0,24-138,0,2,22/11/2002,1,0.5,2,0,0,0,11,0,-1.6,anderch01,8:00,2,LAC,4,2,11,0,3,4,DEN,0,W (+2)
11,-4,0,0,0,0,24-139,1,1,23/11/2002,1,0.2,5,0,0,0,12,0,-1.2,anderch01,10:00,1,PHO,2,2,12,0,1,2,DEN,@,W (+1)
12,0,0,0,0,0,24-142,1,2,26/11/2002,1,0.333,3,2,1,2,13,0,5,anderch01,12:00,2,SAS,0,4,13,0,0,4,DEN,0,W (+4)
13,-4,0,0,0,0,24-143,1,4,27/11/2002,5,0.833,6,2,0.5,4,14,0,11.7,anderch01,20:00,4,SAS,0,12,14,0,2,8,DEN,@,L (-31)
14,4,0,0,0,0,24-145,0,1,29/11/2002,1,0.333,3,0,0,0,15,0,-1.8,anderch01,5:00,0,GSW,1,2,15,0,2,1,DEN,0,L (-10)
15,8,0,0,0,1,24-194,1,2,17/01/2003,1,0.167,6,3,0.75,4,16,0,3.2,anderch01,14:00,2,CLE,0,5,16,0,1,4,DEN,0,W (+17)
16,-9,0,0,0,0,24-197,0,1,20/01/2003,2,0.333,6,1,1,1,17,0,4,anderch01,17:00,3,WAS,0,5,17,0,0,4,DEN,@,L (-15)
17,-2,0,0,0,2,24-199,4,2,22/01/2003,3,0.375,8,1,1,1,18,0,9.1,anderch01,24:00:00,3,NYK,1,7,18,1,1,5,DEN,@,L (-9)
18,-17,0,0,0,1,24-201,1,9,24/01/2003,2,0.2,10,1,0.5,2,19,1,1.5,anderch01,29:00:00,2,BOS,6,5,19,2,2,11,DEN,@,L (-19)
19,-15,0,0,0,0,24-202,0,2,25/01/2003,4,0.4,10,0,0,0,20,0,4.9,anderch01,17:00,3,MIL,1,8,20,0,0,5,DEN,@,L (-13)
